YEAR,CAPSITE,HABITAT,CAPDATE,MANIPULATED,BNDCREW,CAPTIME,SPECIES,LOCATION,BAND,COLOR,AGE,SEX,CAPMAS,CAPFAT,CAPBM,CAPBMS,BILLEN,BILLWID,BILLDEP,WING,TARSUS,TAIL,FTHCOL,BLOOD,FECAL,BANDER,CP,BP,BODY MOLT,FF MOLT,MOLT LIMIT,CYCLE CODE,TAG TYPE,TAG NUM,STATUS CODE,NOTES,HEMLEN,TOTLEN,BLOOD NOTES,DEPDAT,DEPTIME
1993,LM,NA,30-Oct-93,N,AMRE,1645,AMRE,B.5-3.5,1810-07708,"Y,M/A",HY,M,7.1,5,NA,NA,6.12,3.63,2.68,60.0,16.00,54.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORANGE ON RETRICES BRIGHT ORANGE AXILLARIES DARK UPPER TAIL COVS. PATCH OF BLACK ON CROWN,NA,NA,,NA,NA
1993,LM,M,31-Oct-93,N,AMRE,712,AMRE,B.5-10.5,1810-07709,"A,K/G",HY,M,7.2,0,NA,NA,6.38,4.00,3.06,62.0,16.98,55.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P. RECT 6 IN PIN, YELLOW ON REX3 GOES TO INNER VEIN, BLACK (SMALL) ON CROWN AND COLLAR, STRONG CONTRAST RUMP AND TAIL",NA,NA,,NA,NA
1993,LM,M,31-Oct-93,N,AMRE,812,AMRE,A.5-11.5,1810-07710,"B,W/A",HY,M,7.0,0,NA,NA,6.02,4.11,2.82,63.0,16.31,55.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLK ON CHIN, NECK, BLK UPPER TAIL COVS, ORANGE IN WING AUX'S",NA,NA,,NA,NA
1993,LM,M,31-Oct-93,N,AMRE,1010,AMRE,B-9.5,1810-07711,"A,W/G",HY,F,6.3,NA,NA,NA,6.38,4.30,2.70,56.5,16.23,53.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO BLACK ON BODY, SMALL WINDOW RIGHT R3, GRADUAL TRANSTION UTC, DULL YELLOW AXILLARIES",NA,NA,,NA,NA
1993,LM,M,31-Oct-93,N,AMRE,1105,AMRE,B-8.5,1810-07712,"R/A,B",AHY,F,7.0,NA,NA,NA,6.22,3.92,2.90,59.5,16.47,54.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO BLACK ON FACE, GRADUAL TRANS TO GRAY ON UPPER TAIL COVS, MOD. ORANGE AXILLARIES BUT LITTLE CONTRAST WITH WING UNDER COVS, YELLOW ON RT (+LFT) R3 TO EDGE OF MANE",NA,NA,,NA,NA
1993,LM,NA,31-Oct-93,N,AMRE,1130,AMRE,C-7,1810-07713,"O,K/A",AHY,M,7.2,0,NA,NA,7.08,4.02,2.82,64.0,16.30,56.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUPLE BK FEATHERS - CORES,NA,NA,,NA,NA
1993,LM,NA,31-Oct-93,N,AMRE,1620,AMRE,B-1,1810-07714,"K/W,A",HY,M,7.5,5,NA,NA,7.00,4.07,2.85,59.5,17.24,57.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEW UNDER TAIL COVERT PIN, BRIGHT ORANGE AXILLARIES, PAINTED RETRICES, MARKED CONTRAST IN UPPER TAIL COVERST",NA,NA,,NA,NA
1993,LM,M,31-Oct-93,N,AMRE,1659,AMRE,A.5-5.5,1810-07716,"R,B/A",HY,F,7.0,1,NA,NA,6.10,4.24,2.88,57.0,16.23,55.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAD AND FLANK MOLT, RUMP - GRADUAL TRANS. NO BLACK",NA,NA,,NA,NA
1993,LM,NA,6-Nov-93,N,AMRE,830,AMRE,C.5-3,1810-07595,"Y,A/O",HY,F,7.1,5,NA,NA,6.17,3.64,2.84,59.0,16.40,57.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PALE YELLOW AUX, SMALL WINDOW 3RD REX, NO CONTRAST ON RUMP",NA,NA,,NA,NA
1993,LM,NA,6-Nov-93,N,AMRE,930,AMRE,C.5-6.5,1810-07596,"A/O,K",HY,M,6.6,0,NA,NA,6.41,3.62,2.60,60.0,16.37,56.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORANGE WING AUX LITTLE CONTRAST ON RUMP, A FEW BLACK FEATHERS NEAR LORES",NA,NA,,NA,NA
1993,LM,NA,6-Nov-93,N,AMRE,1005,AMRE,C-11,1810-07597,"A,R/Y",AHY,F,7.3,5,NA,NA,6.22,3.62,2.70,60.5,16.28,56.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3 RETRIX WINDOW TO INNER WEB. NO CONTRAST ON UPPER TAIL COVS, AXILLARIES YELLOW",NA,NA,,NA,NA
1993,LM,M,6-Nov-93,N,AMRE,1110,AMRE,A-11.5,1810-07598,"A,K/O",AHY,F,6.6,NA,NA,NA,6.10,3.48,2.35,57.5,15.23,54.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LITTLE CONTRAST RUMP, AUX FAIRLY BRIGHT, SOME REX MISSING FAULT BARS =/=",NA,NA,,NA,NA
1993,LM,NA,6-Nov-93,N,AMRE,1140,AMRE,B-11,1810-07599,"R,A/B",HY,M,7.3,5,NA,NA,5.81,3.76,2.71,59.5,16.28,57.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRIGHT ORANGE AXILLARIES, SHARP CONTRAST UP TAIL COVS --> RECT. DARK CENTERS TO SECONDARY WING COVS, BLACK ON CHIN",NA,NA,,NA,NA
1993,LM,NA,6-Nov-93,N,AMRE,1500,AMRE,C-6,1810-07726,"O/A,O",HY,M,7.3,5,NA,NA,6.66,4.00,2.78,60.0,16.61,57.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORANGE WING AUX, OLIVE BACK R. REX3 SMALL WINDOW, L. REX3 YELLOW GOES TO MARGIN OF VERY LITTLE CONTRAST ON RUMP, NO BLACK ON FACE OR CHEST",NA,NA,,NA,NA
1993,LM,NA,7-Nov-93,N,AMRE,1120,AMRE,B.5-8,1810-07739,"M/A,M",AHY,F,6.9,0,NA,NA,6.45,4.01,2.69,47.5,16.98,54.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PALE WING AUX, SMALL WINDOW REX3, NO BLACK ON FACE, LOW CONTRAST RUMP",NA,NA,,NA,NA
1993,LM,NA,7-Nov-93,N,AMRE,800,AMRE,C.5-7,1810-08144,"R/A,Bi",AHY,F,7.3,5,NA,NA,6.54,4.95,2.86,59.5,16.92,56.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,YELLOW 3RD REX JUST TO MARGIN OF INNER VEIN,NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,655,AMRE,G-10,1810-07741,"K/Y,A",HY,F,7.5,5,NA,NA,6.60,3.98,2.75,59.0,17.94,59.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YELLOW AXILLARIES, GRAD TRANS ON TAIL, SMALL WINDOW ON R3",NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,725,AMRE,H-9.5,1810-07742,"A,R/K",AHY,F,6.4,0,NA,NA,6.00,3.98,2.74,60.0,16.12,57.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOLT = LIGHT TAIL COV.  FAULT BARS=/=M REX TRUNCATE, ORANGE WING AUX, NO BLACK ON FACE, LITTLE CONTRAST ON RUMP, SKULL OSS",NA,NA,,NA,NA
1993,MII,M,8-Nov-93,N,AMRE,755,AMRE,E.5-10,1810-07743,"A/K,Y",HY,M,7.7,0,NA,NA,6.31,3.98,2.88,60.5,17.23,58.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIGHT HEAD MOLT, LARGE CONTRAST RUMP AND TAIL, ORANGE WING AUX, BLACK FEATHER ON CHIN, REX TAPERED",NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,850,AMRE,H.5-8,1810-07744,"A/O,R",HY,F,6.8,5,NA,NA,6.43,3.86,2.67,57.0,16.53,55.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PALE YELLOW AXILLARIES, PALE BACK, TAPERED RETRICES, YELLOW MARGIN ON RIGHT R3",NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,925,AMRE,G.5-8,1810-07745,"A/B,O",HY,M,7.0,0,NA,NA,6.24,4.13,2.63,62.0,16.80,57.50,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORANGE WING AUX, REX TAP., LITTLE CONTRAST RUMP, BLACK FEATHER BREAST",NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,1010,AMRE,J-7,1810-07746,"M,A/R",HY,M,6.9,0,NA,NA,6.80,4.13,2.72,60.5,17.13,55.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORANGE WING AUX, CONTRAST ON RUMP STRONG, BLACK ON FACE",NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,1105,AMRE,I.5-9,1810-07747,"A/B,K",AHY,F,6.7,5,NA,NA,6.35,3.80,2.76,61.0,15.93,57.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3RD RETRICES YELLOW --> INNER VANE, GRADUAL TRANS ACROSS RUMP",NA,NA,,NA,NA
1993,LII,L,8-Nov-93,N,AMRE,1135,AMRE,H.5-9,1810-07748,"A,R/W",AHY,F,7.0,5,NA,NA,6.42,3.74,2.58,59.0,17.10,55.00,Y,NA,NA,TWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REX TRUNCATE, LITTLE CONTRAST RUMP, PALE WING AUX",NA,NA,,NA,NA
1993,MII,M,10-Nov-93,N,AMRE,1638,AMRE,D.8-6.9,1810-07386,"Y,A/Y",HY,M,7.0,T,NA,NA,6.00,3.60,2.50,59.5,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,R-3 PULLED,NA,NA,,NA,NA
1993,MII,M,10-Nov-93,N,AMRE,1700,AMRE,D.9-8,1810-07387,"B/A,R",AHY,M,7.8,0,NA,NA,6.40,3.90,2.70,62.0,17.40,NA,N,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEFT RETRICES FELL OUT, NO R-3 PULLED",NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,1250,AMRE,C.3-6,1810-07321,"R/A,W",AHY,M,7.2,T,NA,NA,6.60,4.00,2.50,62.5,17.90,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R-3 PULLED, RECAPTURE",NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,726,AMRE,D.3-0.9,1810-07388,"A/M,W",AHY,M,7.1,0,NA,NA,6.10,3.50,2.60,61.0,18.40,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,R-3 PULLED ON EDGE AT MANGROVE,NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,822,AMRE,D.2-3,1810-07389,"B,A/K",AHY,M,7.8,0,NA,NA,6.70,3.50,2.70,65.0,17.60,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 PIN ON BREAST, R-3 PULLED",NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,1000,AMRE,C.8-4.7,1810-07390,"M,M/A",AHY,F,6.6,0,NA,NA,6.80,3.70,2.40,59.5,16.20,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,R-3 PULLED,NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,1027,AMRE,D-6.3,1810-07391,"A,G/G",AHY,M,7.7,0,NA,NA,6.80,3.80,2.80,62.5,17.50,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,R-3 PULLED,NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,1100,AMRE,D.4-6.6,1810-07392,"B,A/O",AHY,M,6.9,0,NA,NA,7.10,3.70,2.70,62.5,16.00,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,R-3 PULLED,NA,NA,,NA,NA
1993,LI,L,11-Nov-93,N,AMRE,1408,AMRE,C-2.4,1810-07393,"A,R/B",AHY,F,7.3,0,NA,NA,NA,NA,NA,59.5,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA
1993,MI,M,12-Nov-93,N,AMRE,1243,AMRE,D.3-2.3,1680-81836,"O/A,B",AHY,M,7.8,0,NA,NA,NA,NA,NA,62.0,17.60,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FORMERLY (A,_) RECAP",NA,NA,,NA,NA
1993,LI,L,12-Nov-93,N,AMRE,910,AMRE,A.3-3.0,1810-07394,"G,G/A",AHY,M,8.2,T,NA,NA,6.40,3.70,2.60,65.0,18.30,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,R-3,NA,NA,,NA,NA
1993,MI,M,12-Nov-93,N,AMRE,1113,AMRE,B.5-2.5,1810-07395,"A,O/K",HY,M,6.9,0,NA,NA,6.50,3.90,2.60,61.5,17.20,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAULT BARS = , R-3",NA,NA,,NA,NA
1993,MI,M,12-Nov-93,N,AMRE,1155,AMRE,D.3-3.5,1810-07396,"B,B/A",HY,M,6.8,0,NA,NA,NA,NA,NA,59.0,15.90,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACK SPOTS- RUMP, BACK OF HEAD, POSSIBLY FEMALE (U?)",NA,NA,,NA,NA
1993,MI,M,12-Nov-93,N,AMRE,NA,AMRE,F-2,1810-07397,"A/M,Y",HY,M,7.4,0,NA,NA,NA,NA,NA,59.0,17.80,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE IDENT. IN SPRING, ORANGE BREAST CONTRASTING.",NA,NA,,NA,NA
1993,MI,M,12-Nov-93,N,AMRE,1319,AMRE,G-2.5,1810-07398,"A/W,Y",HY,M,7.3,0,NA,NA,NA,NA,NA,61.0,17.50,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORANGEY CONTRASTING UPPERS, R-3 - WRONG!",NA,NA,,NA,NA
1994,MM,M,18-Sep-94,N,AMRE,704,AMRE,A-2,1810-07790,"K,A/B",AHY,M,8.6,0,NA,NA,NA,NA,NA,64.5,NA,NA,Y,NA,NA,JWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA
1994,LII,L,18-Sep-94,N,AMRE,1113,AMRE,I-8,1810-07791,"B/A,B",HY,F,6.8,0,NA,NA,NA,NA,NA,58.0,NA,NA,Y,NA,NA,JWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS SINGING IN RESPONSE TO DELY(?),NA,NA,,NA,NA
1994,LII,L,20-Sep-94,N,AMRE,1101,AMRE,J-9,1810-07745,"A/B,O",AHY,M,7.5,0,NA,NA,NA,NA,NA,63.5,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP,NA,NA,,NA,NA
1994,LII,L,20-Sep-94,N,AMRE,938,AMRE,I-7,1810-07792,"A,Y/G",HY,M,7.5,5,NA,NA,NA,NA,NA,61.0,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROWTH BARS, NO RUMP CONT.",NA,NA,,NA,NA
1994,LII,L,22-Sep-94,N,AMRE,1420,AMRE,I.5-5,1810-07793,"G,A/O",AHY,F,6.9,NA,NA,NA,8.30,3.15,2.10,59.5,17.70,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA
1994,LII,L,24-Sep-94,N,AMRE,652,AMRE,K-8.5,1810-07794,"W/W,A",HY,M,7.5,5,NA,NA,NA,NA,NA,62.0,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK = UNOSS, r-3 = 3, RECT. PONT",NA,NA,,NA,NA
1994,LII,L,24-Sep-94,N,AMRE,739,AMRE,J-9,1810-07795,"G,R/A",HY,M,6.9,5,NA,NA,NA,NA,NA,59.0,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK = UNOSS, RECT PONT",NA,NA,,NA,NA
1994,LII,L,24-Sep-94,N,AMRE,842,AMRE,K-6.5,1810-07796,"O,M/A",HY,M,7.3,5,NA,NA,NA,NA,NA,62.0,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACK SPOT ENO (?), BLACK RUMP, SK = UNOSS = 6B",NA,NA,,NA,NA
1994,LII,L,24-Sep-94,N,AMRE,920,AMRE,K-6.5,1810-07797,"W,B/A",AHY,F,7.4,5,NA,NA,NA,NA,NA,58.5,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO RUMP CONTRAST, RETR. TRUNC, SKULL -OSS",NA,NA,,NA,NA
1994,LII,L,24-Sep-94,N,AMRE,1000,AMRE,K.5-5.5,1810-07798,"R/A,G",HY,F,6.8,5,NA,NA,NA,NA,NA,59.5,NA,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3 = 2, RECT PONT, SK = UNOSS, =GB, NO BV CONT.",NA,NA,,NA,NA
1994,LII,L,24-Sep-94,N,AMRE,1033,AMRE,K.5-6,1810-07799,"B/Y,A",AHY,F,6.9,5,NA,NA,NA,NA,NA,58.0,NA,NA,N,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK = OSS, NO BK CONT, RECT = TRINC, LOST ALL TAIL FEATHERS. ",NA,NA,,NA,NA
1994,MII,M,30-Sep-94,N,AMRE,1021,AMRE,G-6.5,1810-07845,"A/K,G",AHY,M,7.0,5,NA,NA,9.37,3.15,2.10,62.5,17.70,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA
1994,MII,M,30-Sep-94,N,AMRE,1043,AMRE,H-6,1810-07846,"A/Y,R",HY,M,6.7,0,NA,NA,8.32,3.14,2.10,60.0,16.70,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 1 / SKULL UNOSS, RUMP CONT",NA,NA,,NA,NA
1994,MII,M,30-Sep-94,N,AMRE,1152,AMRE,G-7,1810-07847,"O,K/A",HY,M,8.1,5,NA,NA,8.35,3.15,2.11,61.5,18.73,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EQUALS GB, RECT = 1, SKULL = UNOSS",NA,NA,,NA,NA
1994,MII,M,30-Sep-94,N,AMRE,1409,AMRE,D.5-10,1810-07848,"W/K,A",AHY,M,6.9,0,NA,NA,9.39,3.15,2.10,61.5,17.67,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA
1994,MII,M,30-Sep-94,N,AMRE,1520,AMRE,F-9.5,1810-07849,"M,A/Y",HY,M,7.5,5,NA,NA,9.36,3.15,2.11,61.5,17.69,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RETR. PT/BK SPOTS, RUMP CONTRAST/ RET = 1 SKULL UNOSS",NA,NA,,NA,NA
1994,LII,L,1-Oct-94,N,AMRE,1233,AMRE,K-8,1810-07746,"M,A/R",AHY,M,7.0,5,NA,NA,9.38,3.16,2.10,61.5,17.69,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP,NA,NA,,NA,NA
1994,LII,L,1-Oct-94,N,AMRE,653,AMRE,H.2-7.3,1810-07850,"A,K/O",HY,M,8.4,5,NA,NA,10.41,3.15,2.11,64.0,16.65,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK = UNOSS, RECT = 3 POINTED, STRONG RUMP CONT",NA,NA,,NA,NA
1994,LII,L,1-Oct-94,N,AMRE,748,AMRE,I.3-5.7,1810-07851,"W,O/A",HY,M,7.9,5,NA,NA,9.36,3.15,2.11,61.0,18.74,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKULL UNOSS, STRONG RUMP CONTR, r -3 - #1",NA,NA,,NA,NA
1994,LII,L,1-Oct-94,N,AMRE,831,AMRE,J-7,1810-07852,"M,A/K",HY,F,7.0,0,NA,NA,9.36,3.15,2.11,58.0,17.69,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK = UNOSS, RECT = 3, NO RUMP CONTRAST",NA,NA,,NA,NA
1994,LII,L,1-Oct-94,N,AMRE,931,AMRE,I-8,1810-07853,"K,G/A",HY,F,6.5,0,NA,NA,8.32,3.13,2.09,58.0,17.67,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK = UNOSS, RECT = 2, NO RUMP CONT.",NA,NA,,NA,NA
1994,LII,L,1-Oct-94,N,AMRE,1007,AMRE,I-8,1810-07854,"Y/Y,A",HY,F,6.6,0,NA,NA,9.37,3.16,2.10,57.5,16.63,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO RUMP r-3 = H3, SKULL UNOSS.",NA,NA,,NA,NA
1994,MI,M,3-Oct-94,N,AMRE,941,AMRE,C-3,1680-81858,"A/Y,Bi",AHY,M,6.9,0,NA,NA,9.38,3.15,2.11,63.0,17.68,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP,NA,NA,,NA,NA
1994,MI,M,3-Oct-94,N,AMRE,651,AMRE,A.5-2.5,1810-07856,"G,O/A",HY,F,7.4,5,NA,NA,9.36,3.15,2.11,60.0,16.66,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 3, SK = UNOSS, NO RUMP CONT",NA,NA,,NA,NA
1994,MI,M,3-Oct-94,N,AMRE,806,AMRE,A.5-2.5,1810-07857,"A/Y,B",AHY,F,7.0,0,NA,NA,9.36,3.15,2.11,60.5,16.60,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 1, SK = OSS",NA,NA,,NA,NA
1994,MI,M,3-Oct-94,N,AMRE,1029,AMRE,D-3.5,1810-07858,"K/O,A",HY,M,7.2,0,NA,NA,9.39,3.15,2.10,59.0,17.68,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 1. RECTI - PT, SK = UNOSS, NO RUMP CONT",NA,NA,,NA,NA
1994,MI,M,3-Oct-94,N,AMRE,1252,AMRE,H-4,1810-07859,"G/A,R",HY,M,7.6,5,NA,NA,9.38,3.15,2.10,60.5,17.68,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 1, BK SPOTS, SK = UNOSS, OR-AX, NO RUMP CONT",NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1514,AMRE,B.5-1,1810-07714,"K/W,A",AHY,M,7.5,5,NA,NA,9.36,3.15,2.11,62.0,18.72,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP,NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1321,AMRE,B-1.5,1810-07860,"G/G,A",HY,M,7.6,0,NA,NA,9.36,3.15,2.10,61.0,18.72,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 1, PONT BK SPOTS ON BEAST, OG - AX, SK = UNOSS",NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1551,AMRE,B-2,1810-07861,"W,A/R",HY,F,6.9,5,NA,NA,9.36,3.15,2.10,58.5,16.66,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 3, NO RUMP CONT, SK = UNOSS",NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1637,AMRE,A-1.6,1810-07862,"A/K,R",HY,F,7.2,5,NA,NA,8.33,3.15,2.10,58.5,17.69,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 2, SK = UNOSS, POSS MIGRANT",NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1637,AMRE,A-1.6,1810-07863,"A,O/K",HY,F,6.7,5,NA,NA,8.32,3.15,2.09,57.0,17.67,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 2, POSS MIGRANT, SK = UNOSS",NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1729,AMRE,A-1.6,1810-07864,"O,W/A",AHY,F,7.4,1,NA,NA,8.33,3.15,2.09,59.5,16.66,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = SK = OSO, POSS MIGR",NA,NA,,NA,NA
1994,MM,M,4-Oct-94,N,AMRE,1731,AMRE,A-1.6,1810-07865,"Y,A/G",HY,M,7.2,0,NA,NA,8.35,3.15,2.11,59.5,17.70,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECT = 1, ORANG = AX, SK = UNOSS, BK SPOTS, IDENTIFIED IN SPRING AS FEMALE",NA,NA,,NA,NA
1994,MM,M,5-Oct-94,N,AMRE,857,AMRE,A-2.3,1810-07790,"K,A/B",AHY,M,10.1,1,NA,NA,10.39,3.15,2.11,64.5,17.69,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RECAP, r = 4 1/3 IN AND FLACKS",NA,NA,,NA,NA
1994,MII,M,5-Oct-94,N,AMRE,1029,AMRE,G.5-6,1810-07866,"R,M/A",AHY,F,7.7,0,NA,NA,9.37,3.16,2.11,60.5,18.71,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO RUMP CONTRAST, SKULL OSS, RETRICES - TRUNC. R-3 = 2",NA,NA,,NA,NA
1994,MII,M,5-Oct-94,N,AMRE,1111,AMRE,G-7.1,1810-07867,"A/B,W",HY,M,7.0,0,NA,NA,9.36,3.15,2.11,61.5,18.70,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKULL UNOSS, r-3 = #1, ORANGE SPOTTING, RUMP CONT",NA,NA,,NA,NA
1994,MII,M,5-Oct-94,N,AMRE,1122,AMRE,G-7,1810-07868,"A/G,G",HY,U,7.0,0,NA,NA,9.38,3.15,2.10,61.5,17.67,NA,Y,NA,NA,PPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKULL UNOSS, r-3 = 2, NO RUMP CONT",NA,NA,,NA,NA
