YEAR,CAPSITE,HABITAT,CAPDATE,MANIPULATED,BNDCREW,CAPTIME,SPECIES,LOCATION,BAND,COLOR,AGE,SEX,CAPMAS,CAPFAT,CAPBM,CAPBMS,BILLEN,BILLWID,BILLDEP,WING,TARSUS,TAIL,FTHCOL,BLOOD,FECAL,BANDER,CP,BP,BODY MOLT,FF MOLT,MOLT LIMIT,CYCLE CODE,TAG TYPE,TAG NUM,STATUS CODE,NOTES,HEMLEN,TOTLEN,BLOOD NOTES,DEPDAT,DEPTIME
1986,LP,,1-Nov-86,,AMRE,1620,AMRE,NA,1440-12301,"R/A,Bi",HY,F,6.4,5,NA,NA,8.90,4.70,2.60,58.00,15.20,51.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"FRESH, ECTOPARA ++",,,,,
1986,LP,,1-Nov-86,,AMRE,1650,AMRE,NA,1440-12302,"O/A,Bi",ASY,M,7.4,5,NA,NA,7.80,4.60,2.80,61.00,17.40,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"FRESH NO ECTO, DORSUM-BODY RT OUT TAIL PIN",,,,,
1986,LP,,1-Nov-86,,AMRE,1720,AMRE,NA,1440-12303,"Y/A,Bi",U,M?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,ESCAPED,,,,,
1986,LP,,2-Nov-86,,AMRE,859,AMRE,NA,1440-12304,"B/A,Bi",U,F?,6.9,0,NA,NA,7.80,4.50,2.70,57.00,16.40,50.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"NO ORANGE, AHY F?",,,,,
1986,LP,,2-Nov-86,,AMRE,1025,AMRE,NA,1440-12305,"K/A,Bi",ASY,M,7.4,5,NA,NA,7.90,5.10,2.80,62.50,17.00,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"LIGHT BODY MOLT DORSUM-BREAST-NECK, TAIL COVERT",,,,,
1986,LP,,2-Nov-86,,AMRE,1138,AMRE,NA,1440-12306,"W/A,Bi",ASY,M,7.4,5,NA,NA,7.80,4.80,3.00,62.50,16.70,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"LIGHT BODY MOLT DORSUM-BREAST-NECK, TAIL COVERT",,,,,
1986,LP,,2-Nov-86,,AMRE,1515,AMRE,NA,1440-12307,"A/R,Bi",AHY?,F?,6.6,5,NA,NA,7.40,4.40,2.50,59.00,15.80,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,YELLOW - NO ORANGE ASY?,,,,,
1986,LP,,2-Nov-86,,AMRE,1640,AMRE,NA,1440-12308,"A/O,Bi",ASY,M,7.5,5,NA,NA,8.90,4.60,2.80,61.00,16.50,50.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,SALMON ON TAIL AND BREAST,,,,,
1986,LP,,2-Nov-86,,AMRE,NA,AMRE,NA,1440-12310,"A/Y,Bi",U,F,7.0,5,NA,NA,7.90,4.80,2.80,57.50,17.30,47.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,YELLOW - ORANGE TINGE ASY?,,,,,
1986,LP,,3-Nov-86,,AMRE,800,AMRE,NA,1440-12312,"A/B,Bi",U,F,NA,5,NA,NA,7.90,4.40,2.60,56.50,NA,49.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,EVEN FAULT BANDING ON TAIL ASY?,,,,,
1986,LP,,3-Nov-86,,AMRE,945,AMRE,NA,1440-12313,"A/K,Bi",ASY,M,7.2,5,NA,NA,7.80,4.10,2.80,61.00,16.90,51.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LP,,3-Nov-86,,AMRE,1000,AMRE,NA,1440-12315,"A/W,Bi",ASY,M,7.3,0,NA,NA,8.50,4.20,3.00,64.50,16.80,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LP,,3-Nov-86,,AMRE,1045,AMRE,NA,1440-12316,"Bi,R/A",HY?,F?,6.9,0,NA,NA,8.20,4.60,2.80,58.50,18.20,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,VERY YELLOW FAULT BARRING EVEN HY? PLUCK,,,,,
1986,RO,,5-Nov-86,,AMRE,855,AMRE,NA,1440-12323,"Bi,O/A",ASY,M,7.4,0,NA,NA,9.40,5.30,2.70,61.00,16.90,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,RO,,5-Nov-86,,AMRE,927,AMRE,NA,1440-12324,"Bi,Y/A",ASY,M,7.7,5,NA,NA,7.80,5.10,2.70,60.00,16.20,50.50,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,FAULT BARRING EVEN ON TAIL,,,,,
1986,RO,,5-Nov-86,,AMRE,1052,AMRE,NA,1440-12325,"Bi,B/A",ASY,M,6.7,5,NA,NA,7.20,4.80,2.80,60.00,16.10,49.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,RO,,6-Nov-86,,AMRE,955,AMRE,NA,1440-12326,"Bi,K/A",ASY,M,7.8,5,NA,NA,7.90,4.90,3.00,62.50,17.50,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,RO,,6-Nov-86,,AMRE,1028,AMRE,NA,1440-12327,"Bi,W/A",HY,F?,6.9,1-,NA,NA,8.30,4.80,3.10,57.50,16.40,50.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"TAIL FEATHERS OFF BLACK, HEAD GRAY, BACK OLIVE",,,,,
1986,CO,,10-Nov-86,,AMRE,900,AMRE,E-6,1440-12338,"Bi,A/R",ASY,M,7.3,5+,NA,NA,7.40,4.90,2.90,64.50,16.70,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,FEATHERS FRESH,,,,,
1986,CO,,10-Nov-86,,AMRE,925,AMRE,E-7,1440-12339,"Bi,A/O",ASY,M,7.3,1-,NA,NA,7.70,4.80,2.90,61.00,15.50,50.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,KP,,12-Dec-86,,AMRE,1640,AMRE,NA,1440-12342,"Bi,A/B",ASY,M,7.4,5,NA,NA,8.50,4.20,2.60,63.00,NA,51.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,CO,,14-Dec-86,,AMRE,810,AMRE,NA,1440-12348,"Bi,A/K",SY,M,6.7,0,NA,NA,8.50,3.60,3.10,59.00,17.20,52.00,N,N,N,LR,NA,NA,NA,NA,NA,NA,NA,NA,N,"1 BK FEATHER 5MM BELOW RIGHT EYE, 8MM",,,,,
1986,CO,,14-Dec-86,,AMRE,840,AMRE,NA,1440-12350,"Bi,A/W",ASY,M,7.1,0,NA,NA,8.70,3.90,2.70,64.00,18.70,52.00,N,N,N,LR,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,KP,,15-Dec-86,,AMRE,NA,AMRE,NA,1440-12353,"R,A/Bi",HY,F?,7.6,1,NA,NA,7.30,4.40,2.70,59.00,17.40,52.00,N,N,N,LR,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,KP,,15-Dec-86,,AMRE,NA,AMRE,NA,1440-12355,"O,A/Bi",ASY,M,6.5,5,NA,NA,6.90,4.40,2.60,61.00,17.70,52.00,N,N,N,LR,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LU,,18-Dec-86,,AMRE,1600,AMRE,C.5-4,1440-12364,"Y,A/Bi",ASY,M,7.1,0,NA,NA,8.20,4.40,3.00,61.00,17.60,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LU,,18-Dec-86,,AMRE,1630,AMRE,C-7,1440-12365,"B,A/Bi",ASY,M,NA,5,NA,NA,7.50,3.90,2.90,64.00,NA,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LP,,20-Dec-86,,AMRE,1550,AMRE,C-3,1440-12366,"K,A/Bi",ASY,M,7.0,0,NA,NA,7.20,3.70,2.80,64.50,17.20,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LP,,21-Dec-86,,AMRE,940,AMRE,C.7-11.2,1440-12308,"A/O,Bi",ASY,M,6.7,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,LP,,21-Dec-86,,AMRE,915,AMRE,D-12.5,1440-12367,"W,A/Bi",ASY,M,6.5,0,NA,NA,7.90,3.40,2.70,61.00,17.20,54.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1986,RO,,22-Dec-86,,AMRE,955,AMRE,NA,1440-12368,"R,Bi/A",U,F?,6.7,0,NA,NA,6.80,4.80,2.50,NA,17.90,15.40,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,HY?,,,,,
1987,RO,,19-Mar-87,,AMRE,740,AMRE,D.5-6.5,1440-12370,"O,Bi/A",ASY,M,7.2,0+,NA,NA,8.72,4.95,2.55,63.00,17.20,57.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,"FAULT BARS UNEVEN, PARASITES",,,,,
1987,RO,,19-Mar-87,,AMRE,833,AMRE,C-12.5,1440-12371,"Y,Bi/A",ASY,M,7.2,0,NA,NA,8.78,4.92,2.66,60.00,16.80,52.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,RO,,19-Mar-87,,AMRE,920,AMRE,B-13.5,1440-12372,"B,Bi/A",ASY,M,7.6,0+,NA,NA,8.43,4.75,2.68,59.50,16.56,51.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,LEFT LEG MISSING LEFT FORWARD TOE,,,,,
1987,LP,,25-Mar-87,,AMRE,817,AMRE,A.75-11.5,1440-12378,"K,Bi/A",AHY,F,6.8,0,NA,NA,8.62,4.10,2.90,56.00,17.50,51.00,N,N,N,LRR,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LP,,25-Mar-87,,AMRE,NA,AMRE,A.5-12,1440-12379,"A/Bi,R",ASY,M,7.1,0,NA,NA,8.36,4.44,2.81,60.00,16.00,54.00,N,N,N,LRR,NA,NA,NA,NA,NA,NA,NA,NA,N,"MUCH ORANGE AND WHITE FLECK AROUND THE NECK AND DOWN BACK , LEFT OUTER SECONDARY YELLOW",,,,,
1987,LP,,27-Mar-87,,AMRE,1220,AMRE,C-3,1440-12382,"A/Bi,O",ASY,F,7.2,0,NA,NA,7.85,4.65,2.90,60.00,17.55,58.00,N,N,N,LRR,NA,NA,NA,NA,NA,NA,NA,NA,N,ORANGE FLECKS SIDE OF NECK,,,,,
1987,LU,,28-Mar-87,,AMRE,820,AMRE,C-3,1440-12385,"O/A,Bi",AHY,F,6.6,0,NA,NA,7.50,4.15,2.55,57.50,16.85,52.00,N,N,N,FWS,NA,NA,NA,NA,NA,NA,NA,NA,N,ASY?,,,,,
1987,LU,,28-Mar-87,,AMRE,910,AMRE,B-9.5,1440-12386,"K/A,Bi",AHY,F,6.2,0,NA,NA,7.61,4.20,2.35,59.00,17.25,48.00,N,N,N,FWS,NA,NA,NA,NA,NA,NA,NA,NA,N,BROKEN RETRIX,,,,,
1987,RO,,31-Mar-87,,AMRE,940,AMRE,C-13,1440-12388,"Y,A/Bi",ASY,M,7.2,5,NA,NA,18.20,4.80,2.70,61.50,16.10,54.00,N,N,N,FWS,NA,NA,NA,NA,NA,NA,NA,NA,N,FAULT BARRING UNEQUAL,,,,,
1987,RO,,21-Oct-87,,AMRE,830,AMRE,C.5-2,1440-12391,"A/O,Bi",ASY,F,NA,5,NA,NA,8.55,4.80,3.00,57.00,16.90,51.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LP,,22-Oct-87,,AMRE,740,AMRE,C-3,1440-12392,"W/A,Bi",ASY,F,6.9,0,NA,NA,8.25,4.90,3.10,59.00,15.30,56.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,UPPER TAIL COVERT UNIFORM AND LIGHT COLORED,,,,,
1987,LP,,22-Oct-87,,AMRE,815,AMRE,C-4.5,1440-12393,"A/R,Bi",ASY,M,7.0,5,NA,NA,7.90,4.50,2.90,60.50,16.15,53.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LP,,22-Oct-87,,AMRE,940,AMRE,C-10.5,1440-12394,"B/A,Bi",ASY,M,7.0,0,NA,NA,8.55,4.90,3.00,61.50,18.30,56.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,BRIGHT COLOR,,,,,
1987,LP,,22-Oct-87,,AMRE,1015,AMRE,B.5-12.5,1440-12395,"Bi,A/Y",SY,M,7.2,5,NA,NA,8.80,5.15,2.95,61.00,16.32,57.50,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,TAIL COVERTS NOT DARK - UNIFORM DARK BROWN,,,,,
1987,LP,,22-Oct-87,,AMRE,1100,AMRE,B-12,1440-12396,"A/Bi,B",ASY,M,7.2,5,NA,NA,8.20,4.40,2.90,61.00,19.00,54.00,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,ASY PLUMAGE,,,,,
1987,LU,,23-Oct-87,,AMRE,855,AMRE,C.5-9,1440-12398,"Bi,A/R",HY,F,6.3,0,NA,NA,6.85,4.70,2.75,57.00,14.90,54.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LU,,23-Oct-87,,AMRE,1210,AMRE,B-13,1440-12399,"A/Bi,K",ASY,M,7.4,5,NA,NA,8.20,4.00,2.95,63.50,16.70,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LP,,24-Oct-87,,AMRE,830,AMRE,B.5-11,1440-12378,"K,Bi/A",ASY,F,6.7,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,LOST 2 RETRICES,,,,,
1987,LP,,24-Oct-87,,AMRE,715,AMRE,C-4.5,1440-12393,"A/R,Bi",ASY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"REPLACED MISSING RED BAND, RECAP",,,,,
1987,LP,,24-Oct-87,,AMRE,940,AMRE,B.5-8.5,1440-12602,"Bi,A/O",HY,F,6.7,NA,NA,NA,7.70,4.60,2.70,58.00,16.90,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LP,,24-Oct-87,,AMRE,1020,AMRE,D-12.5,1440-12603,"Bi,A/W",ASY,F,7.0,5,NA,NA,8.50,4.50,3.10,58.00,17.00,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,PLUCK BREAST R-3 LARGE YELLOW WINDOW WITH BROWN OUTER EDGE,,,,,
1987,LP,,24-Oct-87,,AMRE,1120,AMRE,D-9,1440-12604,"Bi/A,O",SY,M,7.1,5,NA,NA,8.30,4.30,3.00,63.00,18.10,57.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LP,,24-Oct-87,,AMRE,1312,AMRE,B-12,1440-12605,"A/Bi,W",ASY,F,7.0,0,NA,NA,8.40,4.60,2.90,59.00,16.75,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,LU,,26-Oct-87,,AMRE,1115,AMRE,C.5-8.5,1440-12606,"A/Bi,K",HY,F,6.5,0,NA,NA,8.30,3.90,2.85,56.00,17.20,54.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,1-Nov-87,,AMRE,740,AMRE,NA,1440-12618,"W,Bi/A",U,F,6.6,0,NA,NA,7.65,4.10,2.90,60.00,18.35,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,ORANGE SHOULDERS,,,,,
1987,PP,,1-Nov-87,,AMRE,835,AMRE,NA,1440-12619,"R,A/Bi",ASY,M,6.8,0,NA,NA,7.94,4.80,3.00,62.00,17.90,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,BK SPOTS LOWER EDGE OF BIB,,,,,
1987,PP,,1-Nov-87,,AMRE,920,AMRE,NA,1440-12620,"Bi/A,R",ASY,F,7.1,0,NA,NA,7.90,4.90,3.05,59.50,18.10,54.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,1-Nov-87,,AMRE,948,AMRE,NA,1440-12621,"K,Bi/A",ASY,M,6.7,5,NA,NA,7.70,5.10,2.90,63.00,17.75,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,1-Nov-87,,AMRE,1010,AMRE,NA,1440-12622,"Bi/A,Y",ASY,M,7.1,0,NA,NA,7.60,4.95,2.90,62.50,17.30,54.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,ONE WHITE FEATHER ON CROWN,,,,,
1987,PP,,1-Nov-87,,AMRE,1050,AMRE,NA,1440-12623,"Bi/A,B",ASY,M,7.3,0,NA,NA,8.30,4.60,3.20,62.50,17.50,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,1-Nov-87,,AMRE,1115,AMRE,NA,1440-12624,"Bi/A,W",ASY,M,7.0,0,NA,NA,8.40,3.70,3.20,58.50,16.00,54.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,1-Nov-87,,AMRE,1205,AMRE,NA,1440-12625,"R/Bi,A",ASY,M,6.8,5,NA,NA,8.00,4.00,2.90,60.00,18.00,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,740,AMRE,NA,1440-12626,"O/Bi,A",ASY,M,7.1,0,NA,NA,8.05,4.90,3.00,64.00,17.30,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,810,AMRE,NA,1440-12628,"Y/Bi,A",ASY,M,7.3,0,NA,NA,7.60,5.00,3.00,63.00,18.00,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,840,AMRE,NA,1440-12629,"Bi,A/Y",HY,F,7.1,0,NA,NA,8.30,5.00,2.70,58.50,16.80,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,855,AMRE,NA,1440-12630,"B/Bi,A",HY,M,7.0,0,NA,NA,8.30,4.40,2.80,58.00,16.20,50.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,VERY ORANGE TAIL AND SHOULDERS,,,,,
1987,PP,,2-Nov-87,,AMRE,1020,AMRE,NA,1440-12631,"W/Bi,A",ASY,M,7.4,0,NA,NA,8.20,4.40,3.00,64.50,17.30,59.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,1040,AMRE,NA,1440-12632,"Bi,K/A",HY,F?,7.4,0,NA,NA,8.10,5.00,3.05,62.00,17.30,58.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,3RD RETRIX LARGE YELLOW SPOT WITHIN BROW EDGE - F?,,,,,
1987,PP,,2-Nov-87,,AMRE,1125,AMRE,NA,1440-12633,"Bi,O/A",ASY,F,6.4,0,NA,NA,7.80,4.30,2.70,58.00,17.45,52.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,1200,AMRE,NA,1440-12634,"Y,A/Bi",ASY,F,6.9,5,NA,NA,9.40,4.80,3.20,59.50,17.10,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,1415,AMRE,NA,1440-12635,"Bi/R,A",ASY,M,7.3,5,NA,NA,8.00,4.60,3.10,62.00,62.00,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,1545,AMRE,NA,1440-12636,"R/Bi,A",ASY,F,7.1,0,NA,NA,7.50,4.00,2.90,62.00,17.70,55.50,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,VERY LARGE BROWN WINDOW WITH BROWN EDGE,,,,,
1987,PP,,2-Nov-87,,AMRE,1610,AMRE,NA,1440-12637,"Bi/O,A",ASY,M,7.0,5,NA,NA,7.20,4.80,2.90,61.50,16.20,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,1640,AMRE,NA,1440-12638,"Bi/Y,A",ASY,M,7.1,0,NA,NA,8.20,4.30,3.20,65.00,17.80,55.50,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1987,PP,,2-Nov-87,,AMRE,1700,AMRE,NA,1440-12639,"Bi/B,A",ASY,M,7.1,5,NA,NA,7.80,4.20,3.10,64.50,16.30,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LP,,21-Jan-88,,AMRE,930,AMRE,B-13.5,1440-12395,"Bi,A/Y",SY,M,6.9,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,RECAP,,,,,
1988,LP,,21-Jan-88,,AMRE,1015,AMRE,C-4,1440-12643,"A/B,Bi",SY,M,7.1,0,NA,NA,8.40,4.90,2.90,61.00,16.20,59.50,N,N,N,TWS,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LP,,22-Jan-88,,AMRE,1030,AMRE,C-8,1440-12657,"Bi/A,O",ASY,F PL,6.5,0,NA,NA,NA,NA,NA,67.00,20.50,48.80,N,N,N,MJS,NA,NA,NA,NA,NA,NA,NA,NA,N,"SOME YELLOW DARK, TAIL COVERTS OLIVE, NO BLACK MOLTING",,,,,
1988,PP,,24-Jan-88,,AMRE,840,AMRE,B-5.5,1440-12659,"Bi,A/B",ASY,F PL,6.5,0,NA,NA,8.00,4.50,2.85,59.00,20.50,57.00,N,N,N,MSE,NA,NA,NA,NA,NA,NA,NA,NA,N,NO BLACK STRONG YELLOW FEATHERS WORN,,,,,
1988,PP,,24-Jan-88,,AMRE,1115,AMRE,B-4.5,1440-12661,"O,A/Bi",ASY,F PL,6.0,0,NA,NA,7.85,4.65,2.80,59.00,18.80,54.00,N,N,N,MSE,NA,NA,NA,NA,NA,NA,NA,NA,N,"NO BLACK OLIVE RUMP, STRONG YELLOW",,,,,
1988,LP,,28-Jan-88,,AMRE,1055,AMRE,D-12,1440-12666,"Y/A,Bi",ASY,M,7.0,0,NA,NA,8.65,4.75,3.00,63.00,17.80,52.50,N,N,N,MJS,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,CO,,25-Mar-88,,AMRE,1200,AMRE,D-8,1440-12673,"Bi,W/A",ASY,M,7.3,0,NA,NA,7.00,3.40,3.10,62.00,17.80,56.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,KP,,28-Mar-88,,AMRE,NA,AMRE,NA,1440-12676,"Bi/K,A",ASY,M,7.3,0,NA,NA,9.40,NA,NA,61.00,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LP,,31-Mar-88,,AMRE,1121,AMRE,B.5-11,1440-12305,"K/A,Bi",ASY,M,7.4,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"RECAP, CP ENLARGED",,,,,
1988,LP,,31-Mar-88,,AMRE,940,AMRE,C-7,1440-12365,"B,A/Bi",ASY,M,8.2,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,RECAP,,,,,
1988,LP,,31-Mar-88,,AMRE,830,AMRE,C-4.5,1440-12393,"A/R,Bi",ASY,M,7.2,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"RECAP, REPLACED COLOR BANDS",,,,,
1988,LP,,31-Mar-88,,AMRE,1250,AMRE,B.3-9.5,1440-12602,"Bi,A/O",HY,F,6.8,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LP,,31-Mar-88,,AMRE,915,AMRE,C-4,1440-12606,"A/Bi,K",HY,F,6.8,0,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,"RECAP, REPLACED COLOR BANDS",,,,,
1988,RO,,19-Oct-88,,AMRE,1226,AMRE,C.7-12.2,1440-12684,"Bi/W,A",ASY,M,7.2,0,NA,NA,8.00,4.60,2.80,61.00,17.00,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU,,21-Oct-88,,AMRE,725,AMRE,C-4.5,1440-12685,"A,Y/Bi",ASY,M,5.9,0,NA,NA,8.20,5.10,3.20,60.00,17.00,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU,,21-Oct-88,,AMRE,1033,AMRE,C.5-7,1440-12686,"A/Bi,O",HY,F,6.9,0,NA,NA,7.60,4.30,3.00,54.50,18.60,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU,,21-Oct-88,,AMRE,1640,AMRE,C-9.5,1440-12687,"Y/Bi,A",ASY,F,7.3,0,NA,NA,7.10,4.20,2.60,57.00,16.40,51.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU,,21-Oct-88,,AMRE,1715,AMRE,C.1-10.2,1440-12688,"A,R/Bi",SY,M,7.2,0,NA,NA,8.50,4.80,2.50,59.50,17.50,53.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU-EP,,22-Oct-88,,AMRE,719,AMRE,C.3-1.8,1440-12689,"Bi/W,A",SY,M,7.7,0,NA,NA,7.30,4.60,2.90,61.00,17.40,55.70,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU-EP,,22-Oct-88,,AMRE,837,AMRE,B.2-2,1440-12690,"B/Bi,A",HY,F,6.5,0,NA,NA,7.20,4.00,2.60,57.00,17.40,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
1988,LU-EP,,22-Oct-88,,AMRE,920,AMRE,B.2-1.6,1440-12691,"A,O/Bi",SY,M,6.8,0,NA,NA,8.30,4.50,2.70,61.00,17.30,55.00,N,N,N,RTH,NA,NA,NA,NA,NA,NA,NA,NA,N,,,,,,
